x,y,is_outlier
-1.817169752147341,-0.6239904637442973,0
-1.5497292825161257,0.5643388298347283,0
-3.170621113192302,-0.7813077041173908,0
-1.9232957580996288,-0.18974555540614932,0
-2.010080694502573,-0.511826356544148,0
-1.4723612150823029,0.46667516125736896,0
-1.9603815814632704,0.6763447241808197,0
-1.7194943946487726,-0.5155754777299429,0
-1.7787495295505007,-0.5753295604973994,0
-1.4729298192156364,-0.029955546591751737,0
-2.110917418127156,-0.40855772664236484,0
-1.2664751967955818,-0.09271768924128129,0
-2.2569966932978645,-0.21128013029293774,0
-1.6806144886679908,0.219266438618447,0
-1.752360433042407,0.2584926018047296,0
-0.7150114394777234,-0.24384900983076935,0
-2.307345637442922,-0.4882636369487266,0
-1.6304123464547027,0.6773833756325349,0
-2.068368474592925,-0.5040938861775168,0
-2.4946887294147437,0.39035567269482063,0
-1.5540474972779346,0.325892560983117,0
-2.3993058243732164,0.13929679384003185,0
-1.929988514515563,0.13121315803740777,0
-1.4771427332310862,0.13415732926480936,0
-1.592651862156863,0.04054744169333487,0
-1.8265283607860094,0.37877293550312424,0
-2.8742934919134,-0.1918027298143808,0
-2.2822235925756775,-0.3833267089460051,0
-2.1650853507360104,0.8969647867406375,0
-2.519498669415946,0.5809670127548885,0
-3.009721862969483,-0.2009310179914649,0
-1.9023481609369965,0.35173339881556687,0
-1.573264052124287,0.4760083411199551,0
-2.2092350433490626,-0.2774110755987403,0
-1.4852144712457078,-0.11478259492896893,0
-2.765411794002753,-0.6799723284020883,0
-2.5516713716009667,0.2982964464322584,0
-1.9145445583576608,0.4142912124406609,0
-2.2563515878019205,0.09512381464602854,0
-1.624645763619598,-0.18560792383214303,0
-1.725934857465553,-0.39715556463999074,0
-2.217832307939043,-0.22904273639899744,0
-2.717503787353424,0.29218348847134906,0
-2.2816414041216344,0.007496471236612457,0
-1.7115520046564545,0.26791870561796644,0
-1.6007689346163283,-0.059091290705654165,0
-2.253978987226492,-0.04783092654383943,0
-3.012400660374818,-0.8682674834538523,0
-2.7936197674126415,-0.598348096560889,0
-1.7601354639659381,-0.5432874332160365,0
-2.2268975324236338,0.7795369786716392,0
-2.2137583826368554,0.4425093410802519,0
-2.5601706080059263,-0.12326253472057801,0
-2.5700132329463488,-0.20341984554033749,0
-1.4958151175255627,-1.0363922539154091,0
-1.7393458138724855,0.14264136139936673,0
-2.3564899734180766,-0.8676347126330727,0
-1.9567222953716783,-0.31769562543828145,0
-1.8603942731871776,0.013111287314065728,0
-1.0389326652074509,-0.14361337648381456,0
-2.614098495573119,0.10756538097378969,0
-1.8680019896169409,0.8155125451442619,0
-1.4989332524512529,0.2141226354897056,0
-1.122018265268263,-0.7132578325937106,0
-2.3838509196498485,-0.5559455648433149,0
-2.233885881893461,-0.8260116885337853,0
-1.6189094319113575,-0.13333361825926401,0
-2.8824837767015947,-0.609347448724525,0
-1.8118916915298828,0.5028759407366287,0
-0.801961464984928,1.7483174796043977,0
-1.7513543400344023,-0.5937228720191184,0
-3.279227768438785,0.16062687740630147,0
-2.4877646571861955,-0.24921435610781117,0
-2.367258079435885,-0.08447453184983116,0
-1.360411861527414,0.09422914046720678,0
-2.095180902223213,-0.621392251695487,0
-3.004809766822614,-0.2917847454439985,0
-2.0322695304909923,1.0607579481479297,0
-1.9218352871162685,0.5896437066138345,0
-2.299577359123491,-0.7109662598502148,0
-2.579070057339423,-0.43513563872145194,0
-0.7229181605389015,-0.49283200753463163,0
-1.496906477758193,-0.5417563068522158,0
-1.4410561922754535,0.2309705796635179,0
-2.093982738594854,-0.024457515681260415,0
-2.392872617257634,0.2676433208892483,0
-2.272990088204468,-0.7353634582603489,0
-2.7667625445917716,0.10355275063327168,0
-1.052545246153739,0.09599496814406294,0
-2.0711829956659296,0.1714956837615257,0
-1.2163989549759051,0.1316295008183138,0
-2.246556338500242,0.6637732260359333,0
-1.742746136923032,0.9214535951975952,0
-1.8900593376668564,-0.7346814190323001,0
-2.820895519547399,0.9905567593387496,0
-0.9658005675300219,-0.10771152796956039,0
-2.2299123926815927,0.8768665753453213,0
-2.664227409226093,-0.5368362113734958,0
-1.6140039231865733,-0.23676307371575375,0
-2.0030731200320426,-0.09806573911470755,0
-1.79745527072064,0.84448911678823,0
-1.9456490558589528,0.3863632759661147,0
-3.2301032606186135,-0.029231041158070768,0
-2.5059381621757226,-0.7312878362541768,0
